Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Vehicle_movement,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,hour,minute,Hour,Minute,Time_period,Is_peak_hour,Is_night,Is_weekend
Monday,31-50,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,1-2yr,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Unknown,Not a Pedestrian,No distancing,12,55,12,55,Afternoon,0,0,0
Saturday,31-50,Male,Elementary school,Employee,2-5yr,Public (13?45 seats),Owner,Below 1yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Self-employed,Normal,Not a Pedestrian,Driving carelessly,21,10,21,10,Night,0,1,1
Saturday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,No distancing,21,10,21,10,Night,0,1,1
Thursday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Rural village areasOffice areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Other,Normal,Not a Pedestrian,Changing lane to the left,8,40,8,40,Morning,1,0,0
Thursday,31-50,Male,Junior high school,Employee,2-5yr,Motorcycle,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,No priority to pedestrian,8,40,8,40,Morning,1,0,0
Saturday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,No distancing,18,30,18,30,Evening,1,0,1
Saturday,Under 18,Male,Elementary school,Employee,5-10yr,Ridden horse,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,No distancing,18,30,18,30,Evening,1,0,1
Thursday,Under 18,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Gravel roads,Dry,Daylight,Normal,Collision with roadside objects,Moving Backward,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,13,55,13,55,Afternoon,0,0,0
Thursday,18-30,Male,Unknown,Unknown,Unknown,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,No distancing,13,55,13,55,Afternoon,0,0,0
Sunday,Over 51,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Collision with pedestrians,Going straight,Unknown,Other,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,15,0,15,0,Afternoon,0,0,1
Thursday,Under 18,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Driver,Blind,Not a Pedestrian,No distancing,8,40,8,40,Morning,1,0,0
Thursday,18-30,Male,Above high school,Employee,2-5yr,Stationwagen,Owner,Unknown,No defect,Office areas,Unknown,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Moving Backward,Driver,Normal,Not a Pedestrian,No distancing,8,40,8,40,Morning,1,0,0
Friday,18-30,Male,Unknown,Unknown,Unknown,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,No distancing,8,20,8,20,Morning,1,0,0
Friday,18-30,Male,Unknown,Employee,1-2yr,Public (12 seats),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Turnover,Driver,Normal,Not a Pedestrian,Changing lane to the left,8,20,8,20,Morning,1,0,0
Friday,18-30,Female,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Turnover,Driver,Normal,Not a Pedestrian,Changing lane to the right,8,20,8,20,Morning,1,0,0
Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Moving Backward,18,40,18,40,Evening,1,0,0
Saturday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,Unknown,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the right,10,40,10,40,Afternoon,0,0,1
Saturday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,2-5yrs,Unknown,School areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,Going straight,Driver,Normal,Not a Pedestrian,No distancing,10,40,10,40,Afternoon,0,0,1
Wednesday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,Unknown,Residential areas,Undivided Two way,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Going straight,Driver,Normal,Unknown or other,Overtaking,11,4,11,4,Afternoon,0,0,0
Wednesday,31-50,Male,High school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Normal,Not a Pedestrian,Other,11,4,11,4,Afternoon,0,0,0
Wednesday,18-30,Male,Above high school,Employee,1-2yr,Public (12 seats),Owner,Unknown,No defect, Church areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Employee,Normal,Not a Pedestrian,Other,15,30,15,30,Afternoon,0,0,0
Wednesday,31-50,Male,Junior high school,Employee,Below 1yr,Taxi,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Getting off,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,15,30,15,30,Afternoon,0,0,0
Wednesday,18-30,Male,Unknown,Unknown,Unknown,Automobile,Owner,2-5yrs,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Driver,Normal,Not a Pedestrian,No priority to pedestrian,15,30,15,30,Afternoon,0,0,0
Tuesday,Over 51,Male,High school,Employee,Below 1yr,Public (12 seats),Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Other,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,20,5,20,5,Night,0,1,0
Tuesday,18-30,Male,High school,Employee,Below 1yr,Stationwagen,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,20,5,20,5,Night,0,1,0
Monday,18-30,Male,Unknown,Unknown,Unknown,Stationwagen,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,Changing lane to the left,19,55,19,55,Evening,1,0,0
Monday,18-30,Male,High school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,Overtaking,19,55,19,55,Evening,1,0,0
Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,No distancing,13,56,13,56,Afternoon,0,0,0
Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,Going straight,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,13,56,13,56,Afternoon,0,0,0
Thursday,31-50,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the right,13,56,13,56,Afternoon,0,0,0
Saturday,Over 51,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Going straight,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,11,45,11,45,Afternoon,0,0,1
Saturday,Over 51,Male,Unknown,Employee,Below 1yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,No distancing,11,45,11,45,Afternoon,0,0,1
Saturday,Under 18,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,Driving carelessly,22,50,22,50,Night,0,1,1
Saturday,Under 18,Male,High school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to pedestrian,22,50,22,50,Night,0,1,1
Wednesday,Over 51,Male,Junior high school,Owner,1-2yr,Motorcycle,Owner,Unknown,Unknown,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Employee,Normal,Not a Pedestrian,Driving carelessly,16,5,16,5,Evening,1,0,0
Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Unknown,Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Normal,Not a Pedestrian,Moving Backward,16,5,16,5,Evening,1,0,0
Wednesday,18-30,Male,Elementary school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Unknown,Unknown,Not a Pedestrian,No distancing,16,5,16,5,Evening,1,0,0
Tuesday,Under 18,Male,Elementary school,Owner,5-10yr,Automobile,Owner,Above 10yr,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,No distancing,22,25,22,25,Night,0,1,0
Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,Unknown,Residential areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,Unknown,Unknown,Not a Pedestrian,No distancing,22,25,22,25,Night,0,1,0
Friday,31-50,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,Unknown,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,18,55,18,55,Evening,1,0,0
Friday,31-50,Male,High school,Employee,5-10yr,Unknown,Other,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the left,18,55,18,55,Evening,1,0,0
Friday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,Moving Backward,13,0,13,0,Afternoon,0,0,0
Friday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Going straight,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,13,0,13,0,Afternoon,0,0,0
Monday,18-30,Male,Junior high school,Unknown,1-2yr,Other,Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,No priority to vehicle,23,26,23,26,Night,0,1,0
Sunday,18-30,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Moving Backward,13,50,13,50,Afternoon,0,0,1
Saturday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Governmental,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Unknown,Going straight,Self-employed,Normal,Not a Pedestrian,Driving carelessly,11,0,11,0,Afternoon,0,0,1
Saturday,Over 51,Male,Unknown,Unknown,Unknown,Taxi,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,Unknown,Driver,Normal,Not a Pedestrian,Driving carelessly,11,0,11,0,Afternoon,0,0,1
Friday,31-50,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Other,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,17,43,17,43,Evening,1,0,0
Friday,18-30,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Unknown,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,17,43,17,43,Evening,1,0,0
Sunday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Governmental,Unknown,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,Unknown,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,16,25,16,25,Evening,1,0,1
Sunday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,Overtaking,Driver,Normal,Not a Pedestrian,Driving carelessly,16,25,16,25,Evening,1,0,1
Sunday,18-30,Male,Junior high school,Owner,Above 10yr,Public (13?45 seats),Owner,1-2yr,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,Reversing,Self-employed,Normal,Not a Pedestrian,Moving Backward,16,25,16,25,Evening,1,0,1
Sunday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Below 1yr,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Unknown,Going straight,Unknown,Unknown,Not a Pedestrian,Driving carelessly,16,25,16,25,Evening,1,0,1
Saturday,31-50,Male,Elementary school,Other,5-10yr,Lorry (41?100Q),Unknown,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Other,Unknown,Unknown,Not a Pedestrian,No priority to vehicle,9,58,9,58,Morning,1,0,1
Saturday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (11?40Q),Owner,5-10yrs,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Unknown,Moving Backward,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,18,4,18,4,Evening,1,0,1
Sunday,31-50,Male,Junior high school,Unknown,5-10yr,Motorcycle,Governmental,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Unknown,Going straight,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,11,50,11,50,Afternoon,0,0,1
Saturday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,5-10yrs,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Unknown,Other,Driver,Normal,Not a Pedestrian,No priority to vehicle,14,31,14,31,Afternoon,0,0,1
Saturday,Under 18,Male,Elementary school,Employee,Above 10yr,Stationwagen,Owner,Above 10yr,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,Moving Backward,Employee,Normal,Not a Pedestrian,Driving carelessly,1,0,1,0,Night,0,1,1
Saturday,31-50,Male,Junior high school,Unknown,Below 1yr,Automobile,Owner,1-2yr,No defect,Other,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Moving Backward,1,0,1,0,Night,0,1,1
Friday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,Unknown,Office areas,One way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Going straight,Driver,Normal,Not a Pedestrian,No distancing,5,55,5,55,Night,0,1,0
Friday,31-50,Male,Elementary school,Employee,1-2yr,Other,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Moving Backward,Driver,Normal,Not a Pedestrian,Changing lane to the left,5,55,5,55,Night,0,1,0
Friday,31-50,Male,Unknown,Unknown,Unknown,Taxi,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the left,17,40,17,40,Evening,1,0,0
Friday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Organization,2-5yrs,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,Getting off,Driver,Normal,Not a Pedestrian,No distancing,17,40,17,40,Evening,1,0,0
Tuesday,Over 51,Male,High school,Owner,2-5yr,Long lorry,Owner,Unknown,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the left,15,10,15,10,Afternoon,0,0,0
Tuesday,Over 51,Male,Junior high school,Employee,1-2yr,Long lorry,Governmental,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Employee,Normal,Not a Pedestrian,Driving carelessly,15,10,15,10,Afternoon,0,0,0
Tuesday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Driver,Normal,Not a Pedestrian,Changing lane to the left,15,10,15,10,Afternoon,0,0,0
Wednesday,18-30,Male,Above high school,Owner,2-5yr,Lorry (41?100Q),Governmental,Below 1yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Rollover,Going straight,Employee,Normal,Not a Pedestrian,No distancing,18,5,18,5,Evening,1,0,0
Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,18,5,18,5,Evening,1,0,0
Wednesday,Under 18,Male,Elementary school,Owner,2-5yr,Automobile,Owner,Unknown,Unknown, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Going straight,Driver,Normal,Not a Pedestrian,No distancing,11,0,11,0,Afternoon,0,0,0
Sunday,31-50,Male,Junior high school,Employee,5-10yr,Taxi,Owner,Unknown,Unknown, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,Going straight,Driver,Normal,Not a Pedestrian,Driving to the left,18,30,18,30,Evening,1,0,1
Thursday,31-50,Male,Junior high school,Employee,Below 1yr,Other,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,No distancing,13,50,13,50,Afternoon,0,0,0
Tuesday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Unknown,Unknown,Unknown,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Self-employed,Normal,Not a Pedestrian,Overtaking,9,30,9,30,Morning,1,0,0
Tuesday,18-30,Male,High school,Employee,Above 10yr,Automobile,Unknown,Unknown,Unknown,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,9,30,9,30,Morning,1,0,0
Wednesday,Unknown,Female,Junior high school,Employee,5-10yr,Automobile,Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,No priority to pedestrian,18,15,18,15,Evening,1,0,0
Saturday,Under 18,Male,Elementary school,Employee,1-2yr,Automobile,Owner,Above 10yr,No defect, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Self-employed,Normal,Not a Pedestrian,Moving Backward,16,20,16,20,Evening,1,0,1
Saturday,18-30,Male,Junior high school,Employee,Unknown,Public (> 45 seats),Owner,Above 10yr,No defect, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Moving Backward,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,16,20,16,20,Evening,1,0,1
Tuesday,Unknown,Female,Above high school,Employee,1-2yr,Lorry (11?40Q),Owner,Unknown,No defect,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the left,10,30,10,30,Afternoon,0,0,0
Tuesday,Over 51,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Above 10yr,Unknown, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the right,15,30,15,30,Afternoon,0,0,0
Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Unknown,Unknown,Unknown,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Rollover,Going straight,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,15,30,15,30,Afternoon,0,0,0
Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Stationwagen,Governmental,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,No priority to vehicle,15,30,15,30,Afternoon,0,0,0
Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Other,Owner,1-2yr,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,Going straight,Unknown,Unknown,Not a Pedestrian,No priority to vehicle,15,30,15,30,Afternoon,0,0,0
Sunday,31-50,Male,Unknown,Unknown,Unknown,Automobile,Owner,Below 1yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Unknown,Normal,Not a Pedestrian,Changing lane to the left,16,5,16,5,Evening,1,0,1
