Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,is_severe,hour,minute
1900-01-01 13:43:00,Tuesday,31-50,Male,Junior high school,Owner,Above 10yr,,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,,,,,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,True,13,43
1900-01-01 12:29:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Long lorry,Owner,,No defect, Church areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,3,,Normal,Not a Pedestrian,No distancing,Serious Injury,True,12,29
1900-01-01 12:29:00,Tuesday,18-30,Male,Elementary school,Other,5-10yr,Public (12 seats),Owner,,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,12,29
1900-01-01 12:29:00,Tuesday,31-50,Male,Elementary school,Employee,5-10yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,,,,,Self-employed,Normal,Not a Pedestrian,Overturning,Slight Injury,False,12,29
1900-01-01 12:29:00,Tuesday,31-50,Male,Junior high school,,5-10yr,,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Moving Backward,Driver or rider,Male,18-30,2,Self-employed,Normal,Not a Pedestrian,Driving at high speed,Fatal injury,True,12,29
1900-01-01 08:27:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,2,1,Going straight,,,,,,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,False,8,27
1900-01-01 08:27:00,Wednesday,18-30,Male,Elementary school,Employee,Above 10yr,Lorry (41?100Q),Owner,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,False,8,27
1900-01-01 08:27:00,Wednesday,Over 51,Male,Junior high school,,Below 1yr,Automobile,Owner,,No defect,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,False,8,27
1900-01-01 12:05:00,Friday,Over 51,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,,,,,Driver,Normal,Not a Pedestrian,Other,Slight Injury,False,12,5
1900-01-01 12:05:00,Friday,Over 51,Male,Elementary school,Employee,1-2yr,Lorry (41?100Q),Owner,,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Female,18-30,3,,Normal,Not a Pedestrian,Other,Slight Injury,False,12,5
1900-01-01 12:05:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,1,Reversing,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,12,5
1900-01-01 12:51:00,Thursday,31-50,Male,Elementary school,Owner,2-5yr,Long lorry,Owner,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,12,51
1900-01-01 12:51:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,12,51
1900-01-01 11:10:00,Sunday,Under 18,Male,Junior high school,Employee,Below 1yr,Public (> 45 seats),Owner,,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,False,11,10
1900-01-01 11:10:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,,No defect,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Collision with roadside objects,1,1,Going straight,,,,,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,11,10
1900-01-01 11:10:00,Sunday,31-50,Male,High school,Employee,Above 10yr,Automobile,Owner,,,Residential areas,One way,Tangent road with flat terrain,No junction,,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,11,10
1900-01-01 11:10:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,,,,,,Normal,Not a Pedestrian,Other,Slight Injury,False,11,10
1900-01-01 10:30:00,Monday,Over 51,Male,Elementary school,Employee,1-2yr,Other,Owner,,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,,,,,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,True,10,30
1900-01-01 22:25:00,Thursday,31-50,Male,Junior high school,Employee,,Public (12 seats),Owner,,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,31-50,3,,,Not a Pedestrian,No distancing,Serious Injury,True,22,25
1900-01-01 22:25:00,Thursday,31-50,Male,Above high school,Employee,1-2yr,Automobile,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Cloudy,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,31-50,3,,,Crossing from driver's nearside,Driving carelessly,Slight Injury,False,22,25
1900-01-01 17:27:00,Friday,Over 51,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,,,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Rollover,2,2,Going straight,Driver or rider,Male,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury,False,17,27
1900-01-01 17:27:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,2,Going straight,,,,,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,False,17,27
1900-01-01 12:10:00,Tuesday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Going straight,,,,,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,12,10
1900-01-01 12:10:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,1,2,Reversing,Driver or rider,Male,5,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,False,12,10
1900-01-01 08:00:00,Tuesday,Over 51,Male,,,,,Organization,,,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,False,8,0
1900-01-01 08:00:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,,Owner,1-2yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,8,0
1900-01-01 08:00:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,Above 10yr,,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Other,,,,,Self-employed,Normal,Not a Pedestrian,Turnover,Serious Injury,True,8,0
1900-01-01 17:00:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Turbo,Owner,5-10yrs,, Church areas,Undivided Two way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Employee,Normal,Not a Pedestrian,Driving to the left,Slight Injury,False,17,0
1900-01-01 17:45:00,Wednesday,,Male,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,5-10yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,17,45
1900-01-01 09:57:00,Thursday,31-50,Male,Above high school,Owner,1-2yr,Other,Owner,,No defect,,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,,,,,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury,False,9,57
1900-01-01 09:57:00,Thursday,Over 51,Female,Above high school,Employee,No Licence,Stationwagen,Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,,,,,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,9,57
1900-01-01 18:00:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,,,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,False,18,0
1900-01-01 18:00:00,Friday,,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,No defect, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,5,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,18,0
1900-01-01 19:00:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Governmental,,No defect,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,1,Reversing,,,,,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,19,0
1900-01-01 19:00:00,Tuesday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,,No defect, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,1,Other,,,,,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,19,0
1900-01-01 19:00:00,Tuesday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Owner,,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,19,0
1900-01-01 19:00:00,Tuesday,31-50,Male,Elementary school,Employee,2-5yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,True,19,0
1900-01-01 13:05:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Governmental,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,,,,,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,True,13,5
1900-01-01 13:05:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,5-10yrs,No defect,School areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Reversing,Driver or rider,Male,18-30,3,,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,13,5
1900-01-01 08:25:00,Wednesday,Over 51,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Male,31-50,3,,Normal,Crossing from driver's nearside,Driving carelessly,Slight Injury,False,8,25
1900-01-01 13:51:00,Tuesday,Under 18,Male,Junior high school,Employee,2-5yr,Other,,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,13,51
1900-01-01 16:10:00,Monday,31-50,Male,Elementary school,Employee,5-10yr,Stationwagen,Owner,Above 10yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Moving Backward,,,,,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,16,10
1900-01-01 16:10:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,31-50,2,Employee,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,16,10
1900-01-01 08:55:00,Thursday,18-30,Male,,,,Automobile,Owner,Above 10yr,No defect,Other,One way,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Rollover,2,2,Going straight,,,,,Other,Normal,Not a Pedestrian,Overtaking,Slight Injury,False,8,55
1900-01-01 08:55:00,Thursday,Over 51,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Gravel roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,8,55
1900-01-01 08:55:00,Thursday,Over 51,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,8,55
1900-01-01 02:04:00,Thursday,31-50,Male,Above high school,Employee,2-5yr,Lorry (41?100Q),Owner,,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,,,,,Driver,Normal,Not a Pedestrian,Other,Serious Injury,True,2,4
1900-01-01 07:30:00,Wednesday,Over 51,Male,,,,Public (> 45 seats),Owner,1-2yr,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,2,Going straight,,,,,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,7,30
1900-01-01 07:30:00,Wednesday,31-50,Male,,Employee,1-2yr,Automobile,Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,2,,Pedestrian,Male,Over 51,3,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,7,30
1900-01-01 11:44:00,Wednesday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Owner,5-10yrs,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Female,31-50,3,,Normal,Not a Pedestrian,Overtaking,Serious Injury,True,11,44
1900-01-01 18:15:00,Thursday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,1-2yr,No defect, Hospital areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Reversing,Driver or rider,Male,18-30,3,,Normal,Not a Pedestrian,Other,Slight Injury,False,18,15
1900-01-01 18:15:00,Thursday,Under 18,Male,Junior high school,Employee,Below 1yr,,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,2,Going straight,,,,,,Normal,Not a Pedestrian,Driving to the left,Slight Injury,False,18,15
1900-01-01 14:29:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,2,Going straight,Driver or rider,Male,18-30,3,,,Not a Pedestrian,Overtaking,Slight Injury,False,14,29
1900-01-01 14:29:00,Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,1,2,Going straight,,,,,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury,True,14,29
1900-01-01 02:10:00,Saturday,,Male,High school,Employee,5-10yr,Automobile,Owner,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,2,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Serious Injury,True,2,10
1900-01-01 17:15:00,Wednesday,Over 51,Male,Above high school,Employee,1-2yr,Stationwagen,Owner,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Over 51,3,,,Not a Pedestrian,Other,Slight Injury,False,17,15
1900-01-01 11:29:00,Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing) - masked by parked or statioNot a Pedestrianry vehicle",No priority to vehicle,Slight Injury,False,11,29
1900-01-01 11:29:00,Saturday,Over 51,Male,,,,Public (12 seats),Owner,,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Other,Pedestrian,Male,31-50,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to pedestrian,Slight Injury,False,11,29
1900-01-01 11:29:00,Saturday,Over 51,Male,High school,Employee,Below 1yr,Automobile,Owner,,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Moving Backward,Passenger,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,11,29
1900-01-01 11:29:00,Saturday,Over 51,Male,High school,Employee,Below 1yr,Public (12 seats),Owner,,No defect,Office areas,Double carriageway (median),Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,,,,,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,11,29
1900-01-01 10:20:00,Sunday,Over 51,Male,,,,Public (12 seats),Owner,,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,True,10,20
1900-01-01 10:20:00,Sunday,31-50,Male,High school,Employee,2-5yr,Lorry (41?100Q),Organization,,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,,,Not a Pedestrian,Driving to the left,Slight Injury,False,10,20
1900-01-01 10:20:00,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury,False,10,20
1900-01-01 18:05:00,Tuesday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,,No defect,Office areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Pedestrian,Male,31-50,3,Driver,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Moving Backward,Slight Injury,False,18,5
1900-01-01 18:05:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,,Governmental,,,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,2,Driver,Normal,Not a Pedestrian,Driving at high speed,Slight Injury,False,18,5
1900-01-01 13:32:00,Wednesday,Over 51,Male,Junior high school,Employee,1-2yr,Automobile,Owner,,,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,,Pedestrian,Female,18-30,3,,,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Slight Injury,False,13,32
1900-01-01 13:32:00,Wednesday,Over 51,Male,,Employee,Below 1yr,Stationwagen,Owner,,,Residential areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,,,,,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,False,13,32
1900-01-01 13:32:00,Wednesday,31-50,Male,Junior high school,Employee,Below 1yr,,Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,3,Going straight,Driver or rider,Female,Under 18,3,,,Not a Pedestrian,Other,Slight Injury,False,13,32
1900-01-01 15:20:00,Tuesday,18-30,Male,High school,Employee,2-5yr,,Owner,5-10yrs,, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Female,31-50,3,,,Not a Pedestrian,No priority to vehicle,Slight Injury,False,15,20
1900-01-01 09:51:00,Thursday,Over 51,Male,Junior high school,Owner,1-2yr,Automobile,Owner,5-10yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,True,9,51
1900-01-01 11:50:00,Monday,,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Moving Backward,,,,,Driver,Normal,Not a Pedestrian,Other,Serious Injury,True,11,50
1900-01-01 11:50:00,Monday,18-30,Male,Elementary school,Employee,2-5yr,Automobile,Owner,2-5yrs,,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Moving Backward,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,True,11,50
1900-01-01 11:50:00,Monday,18-30,Male,Elementary school,Owner,5-10yr,Other,Owner,2-5yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,3,1,Going straight,Pedestrian,Female,31-50,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Slight Injury,False,11,50
